3.760459796351153239e-01,9.874017942684379934e-01
9.226435473883551897e-01,2.433272331600460081e-01
9.293535557634041711e-01,3.070317635680952506e-02
7.042073457964427297e-01,7.369182353339676084e-02
5.633045102991421915e-01,8.425495142087566780e-01
1.266648721761993723e-01,8.650436092110017627e-01
6.340229874633512841e-01,6.615150167727289476e-01
2.800263494524853902e-01,4.979187048588777920e-01
7.278509670225561390e-01,2.857382355339236346e-01
8.810178375510666626e-01,2.721244908850938282e-01
5.004195655924048580e-01,4.396584318803612446e-01
7.642318328565216312e-01,4.721829911666587387e-01
3.205208629831701739e-02,7.005660799012765061e-01
4.948418921794063285e-01,4.252008636273080233e-01
7.537837901049733169e-01,5.633568993835078587e-01
3.504199430963540474e-01,4.219424977307438818e-01
5.775188640216417646e-01,9.229528605739842906e-01
5.628500902248597670e-01,9.546464427765083416e-01
6.093752090598758553e-01,7.958747535554332453e-01
4.761977008044548931e-02,3.198240873818447572e-02
9.367999599859792026e-01,2.113107515147772952e-01
7.255422500410562137e-01,7.219238343890929110e-01
4.390216263602595426e-01,8.457684364850218683e-01
2.961233557829261454e-01,6.806350629465460766e-01
3.039682348726424621e-02,2.555604442143599719e-01
1.400233287322021347e-01,1.909443809081904364e-01
2.936931630932505533e-01,5.700971043870662891e-01
6.231684193345199407e-02,3.205754144788398596e-01
2.417573420509206983e-01,5.444532591769545293e-01
3.541420159756660802e-01,5.784225508212468281e-01
7.802856923565804070e-02,8.393394436643445422e-01
4.006067007488366416e-01,5.483214314921016630e-01
2.200382836621039839e-02,1.141957963514750318e-01
8.397040626903530258e-01,2.563016511832100219e-01
5.936298417780790926e-01,9.565915005892005052e-01
6.335377200881336934e-01,4.180931016175750692e-01
7.892187104384051910e-01,7.200420047595703643e-01
6.098025098769518371e-01,1.669512704759723576e-02
7.515285258065286245e-01,2.202659194665731457e-01
2.496712047417055658e-01,3.869626365580663974e-01
1.647395183267541530e-02,6.829191501762772454e-01
1.649181553647151022e-01,4.270534864713656509e-01
6.038151536030312849e-01,9.252331822584181076e-01
1.675439899761188567e-02,4.111866934623006342e-01
2.942778508031104190e-01,9.134015494589795559e-01
9.392084813142068667e-01,1.516452577246046873e-01
9.355358967542456439e-01,1.509759914483597143e-01
7.535481171894820029e-02,7.984047450428406467e-01
1.351422007119836843e-01,9.078854263526739965e-01
6.055992698226473347e-01,1.659536326152154517e-01
9.366555491051115068e-01,7.575493000111651609e-01
8.294490755531647164e-02,4.983203385569987542e-01
5.254814140386070420e-01,7.823264241088307980e-01
1.289596155467376271e-02,4.042854780527406211e-01
5.814992611754822294e-01,5.450988461578232247e-01
6.567729204392028786e-01,9.082441861003527350e-01
6.900896702148781037e-01,5.341117721390639117e-01
4.168915569191883330e-01,2.769808903384476384e-01
4.218037598814721179e-01,8.585764612074061608e-01
9.130651326245561306e-01,6.431086653385946761e-01
3.256128226804899661e-01,6.944879641840138174e-01
2.912391161160987618e-01,1.751504817278856097e-01
8.768951222427368020e-02,3.013530164604368844e-01
2.540321186451643953e-04,9.959948505382638650e-01
4.630379272517846090e-01,6.304460567498467727e-01
5.507398974316016771e-01,7.230794341073972786e-01
8.187550734209864123e-01,2.090128499057526401e-01
2.078305053632323318e-02,1.004873109982997725e-01
8.314727270787204416e-01,8.519203041432421575e-02
7.342413439019628285e-01,2.203595859952095504e-01
2.271391024757107857e-02,5.563924929872074987e-01
2.754433521643360194e-01,4.875524921281294555e-01
2.018058205594087662e-01,9.919241469873957273e-01
8.722886062451554734e-01,1.866854179159669336e-01
9.183261468112980941e-01,8.616188473918632296e-01
3.476830593633614130e-01,6.077050593155564062e-02
2.213162783711010162e-01,1.728326760522436167e-02
9.349015943567878795e-01,6.608281467357562944e-01
3.411196538390545152e-01,1.485299189805500131e-02
7.720699489501896551e-01,5.352582014124983578e-01
3.924559544357357765e-01,7.711401231966205083e-01
5.530787917173207724e-02,3.864790036756878822e-01
6.782228202447438958e-01,2.516217106841759366e-01
7.161065438830545027e-01,8.925263297002056229e-01
3.024278900467629594e-01,2.284243109693532281e-01
2.097003877286008899e-01,3.292559367354813693e-01
3.700046094031314015e-01,2.023178340585489732e-01
7.238746271366371943e-01,7.392254867092559190e-01
6.876290273806420217e-01,4.332291591550184728e-01
7.815347450326917134e-01,8.962029684150474296e-02
8.544532664761060881e-01,5.493951368866260010e-01
2.694641179587137225e-01,1.659930517234898817e-01
2.554982761029519489e-01,8.506612006829709083e-01
7.734632147723238260e-01,5.745329415422673058e-01
4.657091078398393202e-01,4.784637906657428497e-01
2.624227541931529739e-01,2.442997766828810535e-01
3.623163524625683252e-01,4.564547375164169640e-01
2.636612972803638044e-01,3.163545812741042074e-02
3.671678337215222854e-01,5.691153753364464052e-01
2.051625578113058790e-02,3.080613764065399662e-01
