6.897428885579612867e-01,8.053345172681943831e-01,4.359204872098115802e-01
8.914932458973330309e-01,2.986212225831033074e-01,4.272496487503885110e-01
8.288137182196978481e-01,9.297270675968135611e-01,7.531272486406387356e-01
8.660427230629410555e-01,5.806217607157082572e-01,9.901459361115066971e-01
7.434954172168658504e-01,4.528341177184395105e-01,3.834561078460696493e-04
8.860288503606994492e-02,3.996077590236893906e-01,5.774592069733430755e-01
4.208861081068699939e-01,9.386237956619057909e-01,1.739999152231826995e-01
3.918127452332963445e-01,1.946525924477247038e-01,7.267773472404636115e-01
3.413392639063240752e-01,4.380082483224878587e-02,8.356086830650985009e-01
2.177939406767726016e-01,7.690205329382263644e-01,8.532672729924682953e-01
3.663517677940021366e-01,7.134116547013968912e-02,8.778466727255817004e-01
4.858929751551379628e-01,3.395444238251341673e-01,4.035301509908839623e-02
3.102832048058471459e-01,6.075967720740572675e-01,4.651303766710183085e-01
3.879869359287035913e-02,1.256292792761151134e-01,7.046515167819183967e-01
3.146287406419947530e-01,8.686898419259737603e-01,2.261298915306548807e-01
1.915683247313354487e-01,7.811154513797280430e-02,6.380833129868224152e-01
1.958175393581170765e-01,7.319148613692161298e-01,2.743186006565911939e-01
3.138174786520536719e-01,6.080038566164932545e-01,7.267722544916239702e-01
2.192501085400283545e-01,8.641845749616838823e-01,4.128199773055876154e-01
8.562250259956103449e-01,7.017639456319378910e-01,7.329471646243670424e-01
6.651650789696543775e-01,6.926999619502534067e-01,2.972406062384377323e-01
9.096470591974609166e-01,4.862065583620305276e-01,4.641535249142136887e-01
7.674731756217567646e-02,4.990463481933944401e-01,6.876058170024361704e-01
6.224104331160814629e-01,2.966451692123568407e-01,7.445797576886663549e-01
7.409438999670411308e-01,1.372920927474772235e-01,9.174792483289277989e-01
4.555350292611052287e-01,1.685701346673403878e-01,8.979762113285795211e-01
6.397299282719359770e-02,8.630819874239095135e-01,7.530419045303147207e-01
2.354080309740803623e-01,2.223328269864069950e-01,4.001644132843781287e-01
8.235194785779496041e-01,4.956100746760421227e-01,3.864766542215221090e-01
8.069909560955597083e-01,4.668319332175816516e-01,5.500374343343016337e-01
4.738797923188108330e-01,6.905576467752266856e-01,1.567520699363640357e-01
9.558278322513806824e-01,6.724875653625916883e-01,5.171419388181200949e-01
6.681750885383895833e-01,9.838383994204736860e-01,9.460895425029848260e-01
9.968193719689244503e-02,8.841616611329139452e-02,4.714358410333797655e-01
4.228932724118650288e-02,8.370434793797358886e-01,6.635275140096968949e-01
4.041499880577031911e-01,9.879273381253269593e-01,5.026208434261717484e-01
5.960490480684543790e-02,7.960530264420662139e-01,3.052476772640400071e-01
1.278508890632249484e-01,8.791316989321389386e-01,2.814185481357137641e-01
8.729955912902135351e-01,7.368422275156115697e-01,1.737215936413342154e-01
7.238697186858377153e-01,3.185068622693729701e-01,7.384540028521807686e-01
2.672164269832646433e-01,6.325691538437048234e-01,2.557106513889354504e-01
8.101040950074143154e-01,6.715787012034863945e-01,7.166472992117000063e-01
8.622557049183421363e-02,3.035546334670687907e-01,2.083417268810828782e-01
5.308161646530710209e-01,9.561721062236939739e-01,1.298523550961113715e-01
6.272466588325394943e-01,5.892945574792129992e-01,4.738060635311701629e-01
1.591026833957331910e-01,2.748431667865606221e-01,5.366611738630855388e-01
2.117795833792145421e-01,9.210921748514140361e-01,4.323841098397797067e-01
3.466181463801784046e-01,3.749908378837276679e-01,9.677650334384513275e-01
5.216339710191212342e-01,4.158635638986939442e-01,4.318658524500519347e-01
5.071327477647453730e-01,6.440468981588184372e-01,8.507292212520516372e-01
9.275403535938012700e-01,6.626881525202703571e-01,9.583936488041672197e-01
8.329924589928449086e-01,2.575949091179559058e-01,6.295134179944601449e-01
4.139844192148178781e-01,1.621747756809874819e-01,2.628493954989972181e-01
4.881547921654549871e-01,3.273459349199447921e-02,5.845970587204494251e-01
8.753945281293309399e-01,4.313273158291424103e-01,6.077100484624204935e-01
6.103602624645717567e-01,3.307028741897392043e-01,8.673369945419812099e-01
2.855431262730565578e-01,3.634327025579578985e-01,5.786089043151421141e-02
9.991259763124329396e-01,1.965332683723421958e-01,4.524998734541985090e-02
9.218323493598179486e-01,6.844028769155244829e-01,9.569956983550090834e-01
6.180488965569136406e-01,1.172695748349119604e-01,4.178041349555988715e-01
6.775939033464285499e-01,3.408212963179212407e-01,8.305886678189284833e-01
2.231859390795343234e-02,5.964033064560941844e-01,4.760857703648728734e-01
4.896088515775758321e-01,8.952213649305589271e-01,5.666405693534452004e-01
3.575266996601973446e-01,5.006865120908409184e-01,6.086339830960707520e-02
6.394464525031993141e-01,2.363196212620450876e-01,5.564503637476190256e-01
7.711935073170639310e-02,3.238060079597597785e-01,1.791396141503103223e-01
7.120982902084378452e-01,9.824535646883618689e-01,5.365901044291200295e-01
2.879210166859258457e-01,9.859715313253029079e-01,9.438020874804935456e-01
8.879573029004311779e-01,8.639965242202785056e-01,1.811874749331779944e-01
2.682102656640460436e-01,8.422893553705600445e-01,2.579601566017382108e-01
2.611659632373811712e-01,8.770144902466456838e-01,2.505682459325490052e-01
3.001487076871578452e-01,4.967935825524572024e-02,1.154008611539064644e-01
8.554792285744331481e-01,2.691678582351958449e-01,7.991048928210160440e-01
1.390034747161600359e-01,9.305179314029676796e-01,7.557083366249062184e-02
5.636704434959461940e-01,3.405361113198357437e-01,2.547043945847758950e-01
5.275763042651471224e-01,8.719227124467917589e-01,5.919068657239251463e-01
8.113021114379488363e-01,9.132424118037641980e-01,6.345602894358363111e-01
2.688410035461672454e-01,4.191013470705602373e-01,4.832222852989875861e-02
3.777472098641893039e-01,1.744022284363037079e-01,9.250987614680344917e-01
7.137648227432079606e-01,3.834236253955932705e-01,2.345713558363118345e-01
4.600248405159569343e-01,3.249154730511910616e-01,8.619226559578025970e-01
9.872015379932174151e-01,4.704221296939677943e-01,6.586881469920189414e-01
4.082199815465759052e-02,7.360726088761482266e-01,3.452224143553639379e-01
8.526068659053320786e-01,2.422789718918381130e-01,3.091039576479651663e-01
3.040297429688357811e-01,2.438358792834456334e-01,2.962534578377614691e-01
1.854406687997878223e-02,4.811436357737369773e-01,5.681785537117244322e-01
2.659259044425145158e-01,3.130630318802969381e-01,8.230531716401376929e-01
4.586596257061233972e-01,7.621469551501891537e-03,1.213241098021378139e-02
2.342618973701132701e-01,5.429702889302646662e-01,3.003958560319097693e-01
8.018398280857689242e-01,2.230753623756227544e-01,4.281228271209092107e-02
3.582689571404942264e-01,1.502187222972625191e-01,6.031776456472828229e-01
4.533953072905348991e-01,5.322789180981550849e-01,1.807797171062619501e-02
2.002270499923615166e-01,1.485519339535290584e-02,4.612151230580873174e-01
3.258184394839571674e-01,4.710686935148963306e-01,1.157874339029573152e-01
3.392662358192766181e-01,6.611607609361791482e-02,6.764115811176345527e-01
2.219781245197974817e-01,4.718701053300508041e-01,5.453513758286835378e-01
8.980823447003709603e-01,5.268160695913773894e-01,7.338741731800757506e-02
4.595530302552736091e-01,6.763732527831577412e-01,1.245432772890230355e-01
9.759613008041899684e-01,5.558662177239434010e-01,6.912647885561851169e-02
8.255164731341104734e-01,9.579930758170073224e-01,8.258407599730820392e-01
